Avg. Session Length,Time on App,Time on Website,Length of Membership
0.3016880579979224,0.4278518368774613,0.5131332816838707,0.5323102059436624
0.3526910520533706,0.8357526878946413,0.5103022653241229,0.5213339062641688
0.5638984689266806,0.4542783827318881,0.5276663608783947,0.6603162542090294
0.6576656203798183,0.6057727383511529,0.5315868750249049,0.3607570909957192
0.528601139952154,0.6037411927290115,0.6126722489967369,0.5684054919685205
0.6974120781032545,0.4623730878566128,0.8216428408898864,0.5731362623204016
0.4756492306580666,0.6173348480818721,0.6189166255478273,0.3460018056647996
0.6268279294706458,0.6739458168816312,0.5613318776318383,0.44485856237557
0.5788270332991985,0.7469549354972516,0.7533918362454672,0.458292234269513
0.6323711850537261,0.7790782150868967,0.6255671854030664,0.1642578945496927
0.2689118930017731,0.5195807800399694,0.3738074193497747,0.441262906076431
0.4547055769420298,0.3948143557373931,0.5032600296322931,0.5801106928333276
0.6319928646838697,0.8789305845597386,0.2968118258514174,0.5057186566236644
0.6310017979412477,0.4616925649490571,0.6171657763389948,0.6683218724919543
0.3638617650614781,0.4994795256660227,0.5304783432960001,0.4408534998465844
0.423809464592602,0.4593868854920166,0.7654592579214885,0.6769495422782297
0.3463732933135395,0.3418908999512926,0.5523900561691599,0.4883864064644493
0.2408792390368956,0.5859580897065824,0.2820835071213139,0.6040453315030072
0.883796085919978,0.3118845243481347,0.4840213834506865,0.5904964694693469
0.4654707211654951,0.7809664556775215,0.6289020109498749,0.3911211886387923
0.3450844570827938,0.3593935259965273,0.1615377481588478,0.4297052093739405
0.3924423015625402,0.4873525398961,0.1609245923817885,0.4308316334339158
0.5433395089564916,0.4533868265265675,0.5481903109874118,0.4377756415092367
0.2864735910379226,0.7196610502778558,0.5460214708569415,0.5640043965529239
0.5277729335879586,0.3212660319828999,0.5881868681525244,0.6578022214786399
0.6194541609671296,0.6768658847389306,0.9453993721510674,0.5560851379683149
0.8331809336556582,0.5178825438241639,0.3070060477765821,0.4569887308308626
0.5648662324148184,0.3360072844136368,0.3664130585856799,0.5736940825285737
0.7262224743287575,0.7877966283778217,0.3052318300825201,0.396691924241512
0.6175253794954765,0.4475726687787658,0.5167737176673954,0.5309969622787285
0.4888622420605193,0.369279273139647,0.6127466168425508,0.5636086890935882
0.5935726270431312,0.3790094125143604,0.611272255776254,0.5812749715975423
0.4725415909694117,0.3843831645975371,0.6105660813579394,0.6684718134760219
0.661440043405638,0.4775328198912625,0.5626712791801003,0.5993099513815762
0.5064215435391999,0.6835610704761248,0.6496285629528424,0.6649589322627415
0.5348701052566982,0.478191959280462,0.6446547797532123,0.369365185432197
0.7602787174203449,0.5533253681737529,0.8565035428368493,0.5100424478147952
0.3652007717526295,0.673472675059916,0.5011285628306998,0.8728299074865399
0.5481487538394445,0.5105639174296563,0.38598331641382,0.3505877439859098
0.3460128345988336,0.4107052927335242,0.2882928116879215,0.5239860598105793
0.4782581455807344,0.5723607604112337,0.4986933515988996,0.233884428863227
0.4322569573261372,0.378061587470633,0.7389504573843402,0.4920712699120888
0.4320325137873162,0.6360391824675284,0.1994595974615931,0.4826789798291588
0.4478451724662218,0.6076901562217711,0.6503290738089396,0.3316260610358638
0.7553222747831274,0.4377832594801434,0.4045786370628645,0.566881695347841
0.4541705701374852,0.8481289578430509,0.7375201350829199,0.7591092017024802
0.4638482479353971,0.3597932458313913,0.705711312328341,0.6271285189529693
0.5003109368881544,0.5826078584029974,0.6772345556849375,0.4568432251423874
0.5270531511738081,0.4914787351067502,0.6002488720403436,0.5357556028180356
0.6832222663411471,0.5992442802410949,0.1845258919971222,0.569065891218571
0.7244330710789111,0.7394314046954886,0.5545907088860709,0.5014718154309834
0.6977859024731128,0.7055044187772745,0.81134840803045,0.4450874797504314
0.2626931889093642,0.5475817180503317,0.2533026103025406,0.4212031028624604
